商品企画エンジン株式会社	1010001139232	0	https://www.zadan.net/sk-engine/about/contact.html	http://sk-engine.com/			2480025	神奈川県	鎌倉市七里ガ浜東４丁目２０番３号	神奈川県鎌倉市七里ガ浜東４丁目２０番３号	企業が開催するマーケティングセミナー企業	東京都を拠点に、企業が開催するマーケティングセミナー企業として2011年4月に設立されました。同社はセミナー企画・運営事業、研修セミナー事業、経営学校運営事業などを展開しており、人材・アウトソーシング、教育、コンサルティング、企業研修、セミナー、学校、経営コンサルの業界で活動しています。	コンサルティング	経営コンサル
エフ・ブルーム株式会社	1010001140834	1	http://f-bloom.co.jp/contact/	https://f-bloom.co.jp/	info@f-bloom.co.jp	03-6419-7535	1060045	東京都	港区麻布十番３丁目８番５号	東京都港区麻布十番３丁目８番５号	企業経営のアドバイスを提供する企業	東京都を拠点に、企業経営のアドバイスを提供する企業です。2011年6月に設立され、主な事業として研修セミナー事業、企業内トレーニングアウトソーシング事業、経営研修事業を展開しています。人材・アウトソーシング、コンサルティング、企業研修、セミナー、経営コンサルなどの業界で活動しています。	コンサルティング	経営コンサル
株式会社ＣｅｎｔｅｒＰｏｓｉｔｉｏｎ	1010001141023	1	http://www.presence-inc.co.jp/contact/index.cgi	https://www.presence-inc.co.jp/		0120-015-914	1040061	東京都	中央区銀座４丁目１０番１４号	東京都中央区銀座４丁目１０番１４号	企業が顧客リストの販売や営業力アップを目指すセミナーを開催中企業	1984年12月に東京都に設立されたIT業界における企業研修・セミナー企画・運営を主な事業とする会社であります。マーケティングコンサルティング、研修セミナー事業、データベースソフトウェア販売事業、DM郵送代行事業などを手がけ、顧客の営業力向上や顧客リストの販売を支援しています。株式会社プレゼンスは、IT、人材・アウトソーシング、コンサルティング、企業研修、セミナー、業務請負、販促コンサル、経営コンサル、ソフトウェア販売の産業分野に展開しております。	コンサルティング	経営コンサル
株式会社ページワン・ネオ・バンク	1010001143176	1	http://www.page1nb.co.jp/contact/	http://www.page1nb.co.jp		03-6261-6945	1010061	東京都	千代田区神田三崎町３丁目１０番２２号	東京都千代田区神田三崎町３丁目１０番２２号	企業調査・財務コンサルティングを手がける企業	2007年3月に東京都に設立された企業調査・財務コンサルティングを手がける会社です。主要な事業は財務アドバイザリー事業と経済分析事業であり、その他サービス、コンサルティング、財務コンサル、研究・調査・リサーチの業界で活動しています。	コンサルティング	財務コンサル
株式会社グローバルロコ	1010001145040	0	http://g-loco.co.jp/contact.html	http://g-loco.co.jp/	info@g-loco.co.jp	03-5744-3539	1040061	東京都	中央区銀座７丁目１５番８号	東京都中央区銀座７丁目１５番８号	「食べログ」などを活用した集客ソリューションを提供する企業	東京都を拠点に、「食べログ」などを活用した集客ソリューションを提供している企業です。主な事業はシステムインテグレーション事業と検索エンジン最適化対策事業であり、IT、コンサルティング、Webアプリ・サービス運営、その他IT、経営コンサルの業界に関与しています。	コンサルティング	経営コンサル
株式会社ココチカ	1010001149446	0	http://www.kcck.co.jp/contact.html	http://www.kcck.co.jp/company.html	yamanaka@kcck.co.jp		1010064	東京都	千代田区神田猿楽町１丁目６番６－４０１号	東京都千代田区神田猿楽町１丁目６番６－４０１号	新事業立ち上げのコンサルを行う企業	東京都に位置する新事業立ち上げのコンサルティング企業であり、カスタマーサービス研修事業とセミナー企画・運営事業を展開しています。2012年10月に設立され、主に人材・アウトソーシング、コンサルティング、企業研修、セミナー、経営コンサルの業界で活動しています。	コンサルティング	経営コンサル
株式会社あつまる	1010001154438	47	https://atsu-maru.co.jp/contact/	https://atsu-maru.co.jp/corporate/company.php	info@atsu-maru.co.jp	092-739-0067	8300033	福岡県	久留米市天神町１－１米城ビル９階	福岡県久留米市天神町１－１米城ビル９階	ブライダル・医療・介護業界の人材採用をサポートするコンサルティング企業	2010年8月1日に設立され、東京都を拠点にするコンサルティング企業です。同社は、ブライダル・医療・介護業界の人材採用に特化し、Webマーケティング支援事業を行っています。主な業務は、ITコンサルティングやWebマーケコンサルなど、多岐にわたるIT関連業務および経営コンサルティングです。	コンサルティング	経営コンサル
株式会社Ｎｅｗ　Ａｓｉａ　Ｃｏｎｓｕｌｔｉｎｇ	1010001168982	0	https://gen.xyz/contact	http://nac.jpn.com		03-3518-9622	1010032	東京都	千代田区岩本町１丁目２番１３号	東京都千代田区岩本町１丁目２番１３号	資金調達を行う中小企業・個人事業主向け企業	東京都に本社を構える資金調達を行う企業であり、中小企業や個人事業主を対象にしたサービスを提供しています。同社は資材供給、マーケティングコンサルティング、財務アドバイザリー、Webマーケティング支援、金融機関向けアドバイザリーなどの事業を展開しており、材料・資源、IT、その他サービス、コンサルティングなどの幅広い業界に対応しています。	コンサルティング	経営コンサル
株式会社ジャパンホスピタルサポート	1010001174262	7	https://jhs-net.com/contact/	https://jhs-net.com/about/		03-6855-2211	1030012	東京都	中央区日本橋堀留町１丁目４番１６号	東京都中央区日本橋堀留町１丁目４番１６号	病院の経営を支援するコンサルティング企業	東京都に拠点を置く病院の経営を支援するコンサルティング企業です。2016年3月11日に設立され、主にコンサルティングおよび経営コンサルの業界で活動しています。	コンサルティング	経営コンサル
Ｈｕｍａｎ　Ｒｏｂｏｔ　Ａｎａｌｙｓｉｓ　株式会社	1010001178742	14	https://hra-inc.co.jp/contact-us/	https://hra-inc.co.jp/company-profile/	info@hra-inc.co.jp	03-6661-9657	1030013	東京都	中央区日本橋人形町３丁目７番３号	東京都中央区日本橋人形町３丁目７番３号	経営コンサル、分析教育などを提供する企業	2016年10月6日に東京都に設立された企業であり、経営コンサルや分析教育などを提供しています。同社の主な事業は、データ解析事業と遠隔教育事業です。ＩＴ、人材・アウトソーシング、教育、コンサルティング、企業研修、その他ＩＴ、各種スクール・教室、経営コンサル、そして通信教育などの業界に関与しています。	コンサルティング	経営コンサル
グローバルセンス株式会社	1010001188915	59	https://gb-sense.com/contact/	https://gb-sense.com/	kanri@gb-sense.com	03-6403-4902	1010025	東京都	千代田区神田佐久間町１丁目８番４号アルテール秋葉原７０８	東京都千代田区神田佐久間町１丁目８番４号アルテール秋葉原７０８	企業がビジネスや起業のコンサルを提供している企業	2018年1月11日に東京都に設立された企業であり、広告・制作、IT、人材・アウトソーシング、コンサルティング、Webアプリ・サービス運営、Web制作、業務請負、受託開発、起業コンサル、組織コンサル、経営コンサルなどの業界で活動しています。主な事業は人材戦略コンサルティングであり、企業に対してビジネスや起業のコンサルティングを提供しています。	コンサルティング	経営コンサル
合同会社グローアップ	1010003014012	2	http://growup-consul.com/contact.php	http://www.growup-consul.com/	info@growup-consul.com	03-4405-8609	1040032	東京都	中央区八丁堀１丁目４番５号	東京都中央区八丁堀１丁目４番５号	内部監査・統制構築支援企業	東京都に所在し、2007年9月に設立された内部監査・統制構築支援企業です。同社の主な業務は、財務監査サービスを提供することです。グローアップは、コンサルティング、監査法人、財務コンサルの業界で活動しています。	コンサルティング	財務コンサル
株式会社エフ・ジー	1010101010210	1	http://five-growing.com/contact	http://five-growing.com/	f-g-shop@shop.rakuten.co.jp	03-6431-8620	1530064	東京都	目黒区下目黒１丁目２番１８号	東京都目黒区下目黒１丁目２番１８号	ドラッグストアのコンサルティング企業	東京都を拠点にするドラッグストアのコンサルティング企業です。同社は物流アドバイザリー事業、美容商品販売事業、セミナー企画・運営事業、営業支援サービス事業、研修セミナー事業、美容製品開発事業を展開しています。創立は2012年2月で、製造、IT、人材・アウトソーシング、小売・販売・卸売、コンサルティング、Webアプリ・サービス運営、セミナー、美容グッズ販売、化粧品製造、化粧品販売、経営コンサル、その他コンサルといった幅広い業界で活動しています。	コンサルティング	経営コンサル
株式会社アイ・コミュニケーションズ	1010401000480	9	http://www.icom1988.com/contact/	https://www.icom1988.com/company/gaiyou/	info@icom1988.com	03-5563-0781	1000005	東京都	千代田区丸の内２丁目２番１号	東京都千代田区丸の内２丁目２番１号	経営コンサルタントとして、組織変革や人材戦略などを支援する企業	1988年11月に東京都で設立された経営コンサルタント企業です。主な業務は組織変革や人材戦略の支援であり、人材戦略コンサルティング事業に取り組んでいます。コンサルティング業界で活躍し、組織コンサルとしても知られています。	コンサルティング	経営コンサル
アーサー・ディ・リトル・ジャパン株式会社	1010401000530	228	http://www.adlittle.jp/ja/contact-jp	https://www.adlittle.com/jp-ja		03-6264-6300	1050021	東京都	港区東新橋１丁目５番２号汐留シティセンター	東京都港区東新橋１丁目５番２号汐留シティセンター	グローバル企業の経営コンサルティングを行う企業	東京都を拠点にグローバル企業の経営コンサルティングを展開しています。同社は、財務アドバイザリー事業、人材戦略コンサルティング事業、リスクマネジメントコンサルティング事業、および通信コンサル業を手がけており、コンサルティング、財務コンサル、組織コンサル、経営コンサル、およびその他コンサルの業界に所属しています。	コンサルティング	経営コンサル
