ＰｗＣコンサルティング合同会社	6045	総合系コンサル	https://www.pwc.com/gx/en/content/pwc/global/forms/contactUs.en_gx.html?parentPagePath=/content/pwc/gx/en&style=	https://www.pwc.com/jp/ja/about-us/member/consulting.html	グローバルなネットワークを活用したコンサルティング企業	東京都に拠点を置くグローバルなネットワークを活用したコンサルティング企業です。同社は1983年1月1日に設立され、主にシステムインテグレーション事業や防災アドバイザリー事業を展開しています。主要な業界はIT、コンサルティング、総合系コンサル、Webアプリ・サービス運営、その他コンサルです。
株式会社イースクエア	26	経営コンサル	http://e-squareinc.com/contact/	https://www.e-squareinc.com/aboutus/outline.html	海外事業開発のコンサルを行う企業	東京都を拠点に海外事業開発のコンサルを行う企業です。2000年9月に設立され、市場リサーチ事業、海外ビジネスアドバイザリー事業、研修セミナー事業、企業内トレーニングアウトソーシング事業を展開しています。人材・アウトソーシング、その他サービス、コンサルティング、企業研修、セミナー、研究・調査・リサーチ、経営コンサル、その他コンサルといったさまざまな業界において
株式会社インターフュージョン・コンサルティング	23	経営コンサル	http://www.interfusion.jp/contact/index.php	https://www.interfusion.jp/profile/	IT企業が提供するシステムコンサル、テクノロジーインテグレーションサービス企業	東京都を拠点にしているIT企業であり、2007年1月に設立されたシステムコンサルとテクノロジーインテグレーションサービスを提供する企業です。主にコンサルティングや経営コンサルの分野で活動しています。
オープングループ株式会社	37	財務コンサル	https://rpa-holdings.com/contact/	https://open-group.co.jp/company/	RPAテクノロジーズを子企業に持つ、自動化ロボットを開発する企業	2000年4月1日に設立された企業で、東京都に拠点を置いています。同社は、自動化ロボットの開発を行い、RPAテクノロジーズを子企業に持つことを特徴としています。主な業務は、グループ企業経営事業であり、コンサルティングと財務コンサルを主要な業界として活動しています。
インクグロウ株式会社	36	経営コンサル	https://incgrow.co.jp/contact/	https://incgrow.co.jp/company/about/	中小企業を支援するため、地域金融機関と提携している企業	1990年7月1日に設立されたIT関連企業であり、東京都を拠点としています。同社は中小企業の支援を目的とし、地域金融機関と提携しています。主な事業はビジネス雑誌の出版および経営研修であり、IT、人材・アウトソーシング、コンサルティング、メディア・出版、Webアプリ・サービス運営、企業研修、出版、経営コンサルの業界で活動しています。
株式会社ファイブニーズ	64	経営コンサル	http://www.fiveneeds.co.jp/contact/	https://www.fiveneeds.co.jp/corporate	酒・ワインの販売・買取、飲食店舗専門不動産仲介企業	東京都に本社を置く、酒・ワインの販売・買取、飲食店舗専門不動産仲介企業です。2011年7月6日に設立され、主にアルコール飲料販売事業と事業用不動産取引事業を展開しています。主要業種は食品、商社、不動産、コンサルティングであり、不動産売買・仲介、その他専門商社、酒類、その他不動産、経営コンサルを手がけています。
日本情報産業株式会社	2451	経営コンサル	https://www.nii.co.jp/contact/form.cgi	https://www.nii.co.jp/outline/	企業のサポートを行う試験システム事業やシステム開発・コンサルティングなど企業	東京都に拠点を置くIT関連企業です。同社は、企業のサポートを行う試験システム事業やシステム開発・コンサルティングなどを提供しています。営業活動支援システム開発事業、ソフトウェア流通事業、経営管理システム開発・提供事業、ネットワークアプリケーション開発事業など、多岐にわたる業務を展開しています。1969年7月9日に設立され、IT、コンサルティング、Webアプリ
株式会社シグナストラスト	56	経営コンサル	http://cygnus-trust.com/	https://www.cygnus-trust.com/company	飲食店に特化したコンサルティング会社	東京都に位置する飲食店に特化したコンサルティング会社です。2011年12月に設立され、通信・PC、人材・アウトソーシング、営業代行・販売代行、PC・スマホ機器販売・修理、経営コンサルという幅広い業界に携わっています。また、携帯電話修繕事業や電話営業事業も行っており、お客様に高品質かつ効果的なサービスを提供しています。
ＳＤＰジャパン株式会社	39	経営コンサル	http://www.sdp-japan.com/contact.html	https://www.sdp-japan.com/corporate/	医療施設設立支援や医療器具販売企業	2014年1月に東京都で設立された医療施設設立支援や医療器具販売企業です。主な業務には、医療アウトソーシング事業、医療器具販売事業、医療開業支援業があります。ＳＤＰジャパン株式会社は医療・製薬・福祉、商社、人材・アウトソーシング、コンサルティング、医療機器などの産業で活動しています。
イグニション・ポイント株式会社	379	経営コンサル	http://www.ignitionpoint-inc.com/form/	https://www.ignitionpoint-inc.com/company/outline/		
有限会社柴田陽子事務所	25	経営コンサル	http://www.shibajimu.biz/contact/	https://shibajimu.co.jp/	飲食業界のコンサルティングやプロデュースを手がける企業	2004年7月に設立された東京都に拠点を置く企業です。同社は飲食業界のコンサルティングやプロデュースを手がける傍ら、店舗デザイン企画事業にも力を入れています。建設、広告・制作、飲食・外食、コンサルティング、デザインなど幅広い産業に関与し、多様なニーズに応える総合広告代理店として活躍しています。
Ｈ．Ｕ．グループホールディングス株式会社	793	財務コンサル	https://www.miraca.com/form/contact/input/	https://www.hugp.com/company/profile.html	臨床検査を中心に据えた医療事業の大手企業	東京都を拠点にする臨床検査を中心に据えた医療事業の大手企業であり、1950年12月18日に設立されました。同社は医療・製薬・福祉、コンサルティング、財務コンサル、介護用品、その他医療・福祉、製薬、経営コンサルなどの幅広い業界で活動しています。
ＦｕｎＴｒｅ株式会社	104	経営コンサル	https://funtre.co.jp/inquiry-media	https://funtre.co.jp/access	ビジネスの助言やウェブ関連のサービスを提供している会社	東京都に拠点を置く会社であり、ビジネスの助言やウェブ関連のサービスを提供しています。保育施設運営事業、DVD制作サービス事業、CD・レコード製造事業、海外ビジネスアドバイザリー事業、ウェブサイトのコンサルティング事業、研修セミナー事業、ヘアスタイルサービス事業、経営研修事業など、幅広い業務を展開しています。2011年9月に設立され、広告・制作、生活関連サービ
株式会社横浜中央経理	78	財務コンサル	https://www.yckz.co.jp/contact	http://www.yckz.co.jp	会計監査・税務・人事労務のコンサル企業	1981年5月に設立された会計監査・税務・人事労務のコンサル企業です。神奈川県に拠点を置き、主な業務としては財務監査サービス、税務アドバイザリー事業、ビジネス承継支援事業、相続アドバイザリー事業、人材戦略コンサルティング事業、経営研修事業を展開しています。株式会社横浜中央経理は士業、監査法人、コンサルティング、税理士、企業研修、財務コンサル、資産運用コンサル
株式会社宿研	84	経営コンサル	https://www.yadoken.net/contact.php	https://www.yadoken.net/company	旅館・ホテルの集客支援コンサルティング企業	2004年9月に神奈川県に設立された旅館・ホテルの集客支援コンサルティング企業です。同社は、Webサイト管理代行事業、ホテル経営支援事業、旅行情報ウェブサイト運営事業を展開し、IT、コンサルティング、Webアプリ・サービス運営、経営コンサルに関わる業界で活動しています。
株式会社さがみはら産業創造センター	20	経営コンサル	https://www.sic-sagamihara.jp/sic2/contact/contact.php	https://www.sic-sagamihara.jp/	企業が事務所として利用できる施設を所有し、経営支援や人材育成を提供する企業	1999年4月に設立され、神奈川県に拠点を置く企業です。同社は、企業が事務所として利用できる施設を所有し、経営支援や人材育成を提供しています。セミナー企画・運営事業、研修セミナー事業、知的財産保護・活用事業などを展開しており、人材・アウトソーシング、コンサルティング、セミナー、経営コンサル、その他コンサルの業界において活動しています。
ＲＥＸＴ　Ｈｏｌｄｉｎｇｓ株式会社	932	経営コンサル	https://www.wonder.co.jp/corporation/contact/	https://www.rext.jp/company/outline.html	小売業や買取販売業でCD、ゲーム、文具などを扱う企業	東京都を拠点にしている1988年3月1日設立の企業です。主に小売業や買取販売業を行っており、CD、ゲーム、文具などの商品を取り扱っています。また、文具販売事業、家具再利用事業、貴金属回収事業も展開しており、人材・アウトソーシング、小売・販売・卸売、コンサルティングなど多岐にわたる業界でのサービス提供を行っています。
株式会社ＴＭＣ経営支援センター	49	経営コンサル	https://becal.jp/contacts/	http://www.tmc-jinji.com/	企業の経営支援、事務代行、研修・教育を行う企業	1985年6月に栃木県にて設立され、企業の経営支援、事務代行、研修・教育を行う企業である。同社は、文書作成代行事業や研修セミナー事業を展開しており、人材・アウトソーシング、コンサルティング、企業研修などの幅広い業種をカバーしている。
株式会社イワサキ経営	113	財務コンサル	https://www.tax-iwasaki.com/inquiry/	https://www.tax-iwasaki.com/	企業のコンサルティングと会計事務所運営を行う企業	静岡県を拠点に企業のコンサルティングと会計事務所運営を行う士業企業です。1973年4月に設立された同社は、財務監査サービス、税務アドバイザリー事業、ビジネス承継支援事業、会計・税務アドバイザリー事業、資金管理支援事業、医療開業支援業などを提供しています。同社は監査法人、税理士、会計士、財務コンサル、起業コンサル、経営コンサル、不動産コンサルなどの業界における
株式会社船井総研ホールディングス	168	経営コンサル	http://www.funaisoken.co.jp/form/consulting	https://hd.funaisoken.co.jp/company/overview/	不動産業界に特化した大手コンサルティング企業	大阪府に拠点を置く不動産業界に特化した大手コンサルティング企業です。2013年11月28日に設立され、物流アドバイザリー事業、販売アドバイザリー事業、環境アドバイザリー事業を展開しています。主な業務はコンサルティング業務であり、コンサルティング、環境コンサル、販促コンサル、経営コンサル、その他コンサル、不動産コンサルに関連するサービスを提供しています。
株式会社ティグレ	32	経営コンサル	https://www.tigrenet.ne.jp/contact	https://www.tigrenet.ne.jp/	経営サポート企業	大阪府に所在する経営サポート企業です。1998年に設立され、主に金融、人材・アウトソーシング、コンサルティング、保険、事務処理代行、業務請負、人材派遣、経営コンサルの業界で活動しています。同社は主に文書作成代行事業を手がけており、お客様のビジネス効率向上をサポートしています。
株式会社ハンコヤドットコム	105	経営コンサル	https://www.amida.holdings/contact/	https://www.amida.holdings/	ハンコヤドットコムなどの子会社を統括している企業	2000年3月9日に設立され、大阪府を拠点に活動しています。同社は、ハンコヤドットコムなどの子会社を統括し、主に経営コンサルティング事業とグループ企業経営事業に携わっています。コンサルティングおよび経営コンサル業界において、同社は幅広い専門知識と経験を持ち、クライアントに最適なソリューションを提供しています。
ヒューマンシーン株式会社	32	経営コンサル	https://www.human-scene.co.jp/cgi/contact.html	https://human-scene.co.jp/	営業コンサルティング企業	2005年9月に大阪府で設立された営業コンサルティング企業です。同社はセールスアウトソーシング事業や営業活動支援システム開発事業などを展開しており、IT、人材・アウトソーシング、コンサルティング、Webアプリ・サービス運営、営業代行・販売代行、人材紹介、業務請負、その他人材、経営コンサルの業界に従事しています。
株式会社サーバントップ	86	財務コンサル	http://servantop.co.jp/inq	https://servantop.co.jp/	建築・リフォーム、エネルギー、IT事業を展開する企業	2009年9月1日に設立され、大阪府を拠点に建築・リフォーム、エネルギー、IT事業を展開しています。同社では太陽光発電システム施工事業やオール電化工事事業、補助金申請支援事業、人材採用支援事業などを行っています。建設、工事・土木、IT、人材・アウトソーシング、エネルギー、コンサルティングなどの多岐にわたる業界で活動しており、Webアプリ・サービス運営や財務コ
株式会社リオ	39	経営コンサル	https://www.rio.ne.jp/contact/	https://www.rio.ne.jp/corporate/	システム開発や経営コンサルティングに従事する企業	愛知県を拠点にシステム開発や経営コンサルティングに従事する企業です。同社は広告・制作、IT、人材・アウトソーシング、教育など多岐にわたる業界で活動しており、1984年3月1日に設立されました。主な事業としては、人工知能技術開発事業、教材制作事業、ウェブサイトのコンサルティング事業、研修セミナー事業、Webサイト管理代行事業、企業内トレーニングアウトソーシング
株式会社フロンティア	156	経営コンサル	https://www.frontier-coltd.co.jp/contact/index.html	https://www.frontier-coltd.co.jp/company/company-outline	経営コンサルティングや介護福祉施設のメンテナンスおよび人材派遣などを手掛ける企業	
株式会社アンドデザインラボ	21	経営コンサル	https://shg-jp.com/contact.php	https://dz-holdings.com/index.html	住宅建設や経営コンサルティングなどを行う企業	2017年2月14日に設立された愛知県を拠点とする企業です。同社は住宅建設や経営コンサルティングなどの事業を展開しており、主にビルマネジメント事業に従事しています。建設、不動産、コンサルティング、住宅建築・開発、不動産管理、経営コンサル、不動産賃貸・仲介など幅広い業界で活動しています。
エムジーホールディングス株式会社	21	経営コンサル	https://www.mgholdings.co.jp/contact/	https://www.mgholdings.co.jp/corporate-info/overview/	ノウハウを活かし経営コンサルティングも手掛けるグループ企業運営企業	2015年6月に創立された愛知県に拠点を置くグループ企業運営企業です。同社はコンサルティングと経営コンサルのノウハウを活かし、グループ企業の経営事業に取り組んでいます。
株式会社ビー・アングル	21	経営コンサル	http://be-an.jp/cgi-def/admin/C-007/contact2015/visit/form_submit.pl	http://www.be-an.jp/	家電量販店向け販売促進戦略を立案する企業	広島県を拠点に、家電量販店向けの販売促進戦略を立案する企業です。1998年5月に設立され、広告・制作、コンサルティング、広告制作、紙媒体印刷、経営コンサルの業界で活動しています。主な事業は店頭広告制作事業とポスタープリント事業です。
株式会社ヒューモ	28	経営コンサル	http://www.hu-mo.co.jp/contact/	http://www.hu-mo.co.jp/	医療・介護・都市開発コンサルティング企業	広島県に拠点を置く医療・介護・都市開発コンサルティング企業です。2008年6月に設立され、保育施設運営事業、セキュリティアドバイザリー事業、市場リサーチ事業、DVD制作サービス事業、医療開業支援業などさまざまな業務を展開しています。主な業界は広告・制作、生活関連サービス、その他サービス、教育、コンサルティングなどです。
みらい株式会社	24	経営コンサル	https://go-mirai.jp/contact/	https://go-mirai.jp/	自治体等に向けて、IOT装置の導入支援などの経営アドバイスを提供する企業	広島県を拠点に、自治体等に向けてIOT装置の導入支援などの経営アドバイスを提供する企業です。2016年12月1日に設立され、教育支援事業、マーケティングコンサルティング事業、農業支援事業、ビジネスマッチングサービス事業を展開しています。人材・アウトソーシング、教育、コンサルティングなどの幅広い産業に関与しており、経営コンサルや販促コンサルに加え、塾・予備校や
株式会社ＢｔｏＢホールディングス	22	経営コンサル	https://btob-holdings.co.jp/contact/	http://btob-holdings.co.jp/	企業がビジネスを成功させるための支援をする企業	2006年8月に岡山県で設立されました。同社は通信・PC、広告・制作、人材・アウトソーシング、コンサルティングなどの業界で事業展開しています。主な業務には、事務職種の人材派遣事業、パソコンメンテナンス事業、複合機流通販売事業、企業内トレーニングアウトソーシング事業が含まれています。株式会社ＢｔｏＢホールディングスは、企業がビジネスを成功させるための支援に取り
株式会社クロスエイジ	34	経営コンサル	https://crossage.com/contact/	https://crossage.com/company/	商品の流通や生産者を重視した農業プロデュース企業	福岡県を拠点とする商品の流通や生産者を重視した農業プロデュース企業であり、2005年3月に設立されました。同社の主な業務はブランド戦略策定事業、商品開発事業、農業支援事業であり、その他サービス、コンサルティング、販促コンサル、経営コンサルなどの産業に従事しています。
株式会社日本統計センター	55	経営コンサル	http://www.nihon-toukei.co.jp/contact/	https://www.nihon-toukei.co.jp/company/	企業がシンクタンク能力を利用して、経営やシステム開発を行っている	福岡県に所在する企業であり、シンクタンク能力を活かして経営やシステム開発を行っています。データ管理システム構築事業、マーケティングコンサルティング事業、シミュレーションソフトウェア開発事業を主要な業務としており、1961年5月27日に設立されました。IT、コンサルティング、Webアプリ・サービス運営、販促コンサル、受託開発、経営コンサルの業界で活動しています
株式会社イデアルライフ	39	財務コンサル	http://ideal-life.co.jp/contact/	http://ideal-life.co.jp/company/	企業の財務相談や法人保険代理店業務を行う会社	福岡県に位置する企業です。同社は、主に企業の財務相談や法人保険代理店業務に従事しています。財務アドバイザリー事業、ビジネス承継支援事業、保険アドバイザリー事業を担当し、金融、その他サービス、コンサルティング、財務コンサル、保険代理店、その他サービス、資産運用コンサルの業界に属しています。
未来開発株式会社	22	経営コンサル	http://www.mirai-group.jp/inquiry/index.php	http://www.mirai-group.jp/company/mirai.html	ビジネスコンサルティング企業	熊本県に拠点を置くビジネスコンサルティング企業です。同社は主に会計・税務アドバイザリー事業や財務・会計業務アウトソーシング事業を展開しており、士業、人材・アウトソーシング、コンサルティング等の業界に携わっています。未来開発株式会社は、会計士、事務処理代行、業務請負、人材派遣、経営コンサル等の幅広いサービスを提供しています。
株式会社ＴＡＫＵＭＩマネジメント	44	経営コンサル	https://www.takumini-m.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/	https://www.takumini-m.com/	経営やブランドのアドバイスを提供する企業	宮城県に拠点を置き、経営やブランドのアドバイスを提供する企業です。2012年7月に設立され、ブランド戦略策定事業、保険アドバイザリー事業、人材戦略コンサルティング事業、農業支援事業、ビジネスコンサルティング事業などの業務を展開しています。主にコンサルティング業界において活動しており、販促コンサル、資産運用コンサル、組織コンサル、経営コンサルなどの分野で幅広い
株式会社本宮会計センター	24	財務コンサル	http://www.motomiya-mcs.jp/contact	https://www.motomiya-mcs.jp/	会計相談や決算業務の代行、資料作成を行う企業	福島県に位置する会計相談や決算業務の代行、資料作成を行う企業です。1987年10月に設立され、士業、広告・制作、人材・アウトソーシング、その他サービス、コンサルティングなどのさまざまな業界で活動しています。人事制度アドバイザリー事業、税務アドバイザリー事業、ウェブサイトのコンサルティング事業、人材戦略コンサルティング事業など、幅広い分野でのサービス提供を行っ
株式会社ヘルスケアシステムズ	209	経営コンサル	http://www.healthcare-systems.co.jp/inquiry/inquiry.php	http://www.healthcare-systems.co.jp/company/about.html	医療施設の管理支援と、介護サービス事業を提供している企業	1996年12月6日に東京都に設立された企業です。同社は、医療施設の管理支援と介護サービス事業を提供しており、主な業務としては医療施設用システムの販売事業や、高齢者向け施設の運営事業を行っています。また、同社は医療・製薬・福祉、IT、コンサルティング、障害者福祉などの産業に関与しており、幅広い領域での経営コンサルティングも行っています。
株式会社ツカモトコーポレーション	159	経営コンサル	http://www.tsukamoto.co.jp/uniform/index.html	https://www.tsukamoto.co.jp/	タカノリコーポレーションの親会社	1920年1月5日に東京都に設立された企業です。同社はグループ企業経営事業を主に展開し、美容・アパレル、コンサルティング、レディースアパレルメーカー、メンズアパレルメーカー、経営コンサルの業界で活動しています。また、タカノリコーポレーションの親会社としての役割も果たしています。
ジャパン・ビジネス・アシュアランス株式会社	52	財務コンサル	https://www.jbagroup.co.jp/contact/	http://www.jbagroup.co.jp/	企業に経営や管理のアドバイスをする企業	東京都を拠点とする企業であり、企業に経営や管理のアドバイスを提供しています。財務監査サービスや会計システムコンサルティング事業を行っており、2006年3月に設立されました。主にコンサルティング業界や監査法人、財務コンサル、経営コンサルの分野で活動しています。
株式会社グローバルビジョンテクノロジー	162	総合系コンサル	https://gvtech.co.jp/contact/	https://gvtech.co.jp/company/outline/	海外ビジネスコンサルティング企業	
ダイセーホールディングス株式会社	32	経営コンサル	https://www.daiseihd.co.jp/contact/	https://www.daiseihd.co.jp/daiseiholdings/	ダイセーグループの事業を支援する企業	東京都を拠点に、ダイセーグループの事業を支援する企業であります。当社は、2010年11月に設立され、主に文書作成代行事業やグループ企業経営事業を展開しております。事業領域はコンサルティングや経営コンサルに焦点を置いております。
株式会社ストリーム	37	財務コンサル	http://strm.co.jp/contact_form/	https://strm.co.jp/	M&Aや経理支援などを提供する企業	東京都に位置し、2006年7月に設立されたM&Aや経理支援などを提供する企業です。税務アドバイザリー事業、財務アドバイザリー事業、財務・会計業務アウトソーシング事業を展開し、士業、人材・アウトソーシング、コンサルティング、税理士、財務コンサル、人材派遣、経営コンサルの業界で活躍しています。
株式会社ａｍｂｉｅｎｔ	20	経営コンサル	https://lolipop-runrigrunrig.ssl-lolipop.jp/ambient-co.jp/contact.html	http://ambient-co.jp/company.html	電話代行で集客をサポートするコンサルタント企業	2011年3月に東京都に設立されたコンサルタント企業です。同社は電話代行で集客をサポートすることを主なビジネスとしており、セールスアウトソーシング事業、電話応対代行事業、営業支援サービス事業を展開しています。人材・アウトソーシング、コンサルティング、営業代行・販売代行、秘書代行・電話代行、経営コンサルなどの業界で活動しています。
株式会社ブレインマークス	20	経営コンサル	http://www.brain-marks.com/contact	http://www.brain-marks.com/	中小企業にビジネスコンサルティングやセミナーを提供している企業	東京都に本社を置く中小企業にビジネスコンサルティングやセミナーを提供している企業です。2001年12月に設立された同社は、セミナー企画・運営事業や研修セミナー事業を展開しており、人材・アウトソーシング、コンサルティング、セミナー、経営コンサルの業界で活躍しています。
株式会社けやき坂コンサルティング	28	財務コンサル	http://www.keyakizaka.jp/formmail2/form1.html	https://keyakizaka.jp/	会計・財務のコンサルティングを主力にする企業	1974年に東京都に設立され、会計・財務のコンサルティングを主力にする企業です。同社は、情報入力アウトソーシング事業、会計・税務アドバイザリー事業、投資アドバイザリー事業、税務申告書作成事業などを展開しており、士業、人材・アウトソーシング、税理士、会計士、データ入力・事務作業代行、事務処理代行、財務コンサル、業務請負、人材派遣、資産運用コンサルなどの分野で活
株式会社ローランド・ベルガー	155	経営コンサル	https://www.rolandberger.com/en/contact/	https://www.rolandberger.com/ja/Locations/Japan/Start.html	企業に経営戦略のアドバイスを提供するコンサルティング会社	東京都に拠点を置くコンサルティング会社です。同社は企業に経営戦略のアドバイスを提供することを主な業務としており、経営コンサルティング事業に従事しています。同社はコンサルティングおよび経営コンサルの産業に属しています。
三井倉庫ホールディングス株式会社	1101	経営コンサル	https://www.mitsui-soko.com/contact/	https://www.mitsui-soko.com/	三井倉庫グループのビジネスを支援する企業	1909年10月11日に設立された東京都に本社を置く企業です。同社は、三井倉庫グループのビジネスを支援し、交通・運輸・物流、不動産、コンサルティング、海運、重量物輸送、港湾作業、空運、経営コンサル、不動産賃貸・仲介など多岐にわたる業界で活動しています。また、経営コンサルティング事業とグループ企業経営事業も展開しています。
株式会社イージフ	33	経営コンサル	https://aegif.jp/contact.html	https://aegif.jp/company/index.html	ビジネス戦略およびITコンサルティング企業	東京都を拠点にビジネス戦略およびITコンサルティング企業として2006年2月1日に設立されました。同社は、セキュリティアドバイザリー事業、マーケティングコンサルティング事業、人材戦略コンサルティング事業などを展開し、主にコンサルティング、ITコンサル、販促コンサル、組織コンサル、経営コンサルの業界で活動しています。
株式会社博報堂コンサルティング	61	経営コンサル	https://form.k3r.jp/hakucon/contact	https://www.hakuhodo-consulting.co.jp/company/overview/	博報堂グループ傘下のコンサルティングファーム企業	東京都を拠点にし、2001年4月に設立された博報堂グループ傘下のコンサルティングファーム企業です。同社は主に人材・アウトソーシング、コンサルティング、セミナー、経営コンサルの業界で活動しており、研修セミナー事業を展開しています。
株式会社ＧＭＴｒａｄｉｎｇｓ	127	経営コンサル	http://gmtradings.co.jp/contact/	http://gmtradings.co.jp	輸送や倉庫運営などの物流に関するアドバイスを提供する企業	2012年3月に設立された東京都を拠点にする物流に関するアドバイスを提供する企業です。同社は物流アドバイザリー事業、家電製品販売事業、自動車運搬事業、火災防止機器販売事業などを手がけており、交通・運輸・物流、生活用品、コンサルティング、その他電気製品、重量物輸送、経営コンサル、その他コンサル、防災用設備・用品を業界としています。
株式会社エクステンド	23	経営コンサル	https://extend-ma.smktg.jp/public/application/add/39?__CAMCID=wRJWPYuKXU-589&amp;__CAMSID=fIOKofpbGbHD-98&amp;__CAMVID=fEokOFpbgBhD&amp;_c_d=1&amp;_ct=1511156296266	https://www.extend-ma.co.jp/company/	ビジネスの改善、再生、継承を助ける企業	2015年12月に東京都に設立されたビジネスの改善、再生、継承を助ける企業です。その主な事業は、ビジネス承継支援事業と研修セミナー事業となっており、人材・アウトソーシング、コンサルティング、セミナーなどの他業種にも関わっています。経営コンサルとして、株式会社エクステンドは幅広いサービスを提供しています。
株式会社ロジテック	226	総合系コンサル	https://logi-tech.co.jp/contact/	https://logi-tech.co.jp/		
オーナーズ株式会社	28	経営コンサル	https://owners-ma.jp/contact/	https://owners-ma.jp/company/		
