corporate_number	company_name	small_industry	large_industry	employee_number	contact_form	company_url	status
3010001008708	東宝株式会社	映画・アニメーション	広告・制作	760	http://www.toho.co.jp/reference/index.php	https://www.toho.co.jp/	excluded_form_unavailable
3010001010787	伊藤忠アーバンコミュニティ株式会社	デベロッパー	不動産	1450	http://www.itc-uc.co.jp/contact/inquiry/index/2	https://www.itc-uc.co.jp/company/outline/	pending_precheck
3010001011026	株式会社イワキ	ポンプ	機械	912	https://f.msgs.jp/webapp/form/15765_jix_3/index.do	https://www.iwakipumps.jp/corporate/profile/	excluded_captcha
3010001016132	興研株式会社	防犯機器	製造	430	https://www.koken-ltd.co.jp/inquiry/	https://www.koken-ltd.co.jp/company/	excluded_required_address
3010001017304	株式会社サタケ	食品機械	機械	1229	http://www.satake-japan.co.jp/ja/support/	https://www.satake-japan.co.jp/company/outline.html	excluded_form_unavailable
3010001028689	芙蓉総合リース株式会社	事業者金融	金融	1088	https://www.fgl.co.jp/contact/mail.asp?s=31	https://www.fgl.co.jp/	excluded_form_unavailable
3010001033961	日本レコードマネジメント株式会社	ITコンサル	コンサルティング	501	https://www.nrm.co.jp/contact.html	https://www.nrm.co.jp/company/summary.html	excluded_required_address
3010001034836	芝浦機械株式会社	工作機器	機械	1571	https://www.toshiba-machine.co.jp/form/inquiry.php?i=i14	https://www.shibaura-machine.co.jp/jp/company/gaikyo.html	excluded_required_address
3010001034877	中越パルプ工業株式会社	紙・パルプ	材料・資源	864	http://www.chuetsu-pulp.co.jp/inq/inq.php	https://www.chuetsu-pulp.co.jp/company/facilities/tokyo.html	excluded_unreachable
3010001035099	株式会社ＡＤＫマーケティング・ソリューションズ	総合広告代理店	広告・制作	1500	https://www.adkms.jp/ask/	https://www.adkms.jp/company/profile/	pending_precheck
3010001042244	株式会社エーピーコミュニケーションズ	ITコンサル	コンサルティング	530	https://www.ap-com.co.jp/contact/individual_form.html	https://www.ap-com.co.jp/company/access/	excluded_form_unavailable
3010001051798	東部瓦斯株式会社	ガス・燃料製品・採掘	エネルギー	528	http://www.tobugas.co.jp/contact/faq.html	http://www.tobugas.co.jp	excluded_form_unavailable
3010001055089	株式会社ビジネスコンサルタント	組織コンサル	コンサルティング	411	https://event.bcon.jp/inquiry	https://www.bcon.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/	excluded_captcha
3010001058240	水澤化学工業株式会社	化学品	材料・資源	374	https://www.mizusawa-chem.co.jp/contact/index.html	https://www.mizusawa-chem.co.jp/	pending_precheck
3010001075995	王子コンテナー株式会社	紙類包装製造	製造	2056	https://www.oji-container.co.jp/inquiry/	http://www.oji-container.co.jp/	sent_2026-08-05
3010001076738	合同会社デロイトトーマツ	財務コンサル	コンサルティング	9907	https://www2.deloitte.com/jp/ja/footerlinks/contact-list1.html	https://www2.deloitte.com/jp/ja/pages/about-deloitte/articles/dtfa/deloitte-tohmatsu-financial-advisory.html	pending_precheck
3010001086662	株式会社ウチダ人材開発センタ	企業研修	人材・アウトソーシング	421	https://reg18.smp.ne.jp/regist/is?SMPFORM=lipj-ofseo-8273e9b48e4f4ff3b2b16d5eedd89c08	https://www.uhd.co.jp/about/profile/	pending_precheck
3010001088790	株式会社ＵＲリンケージ	土木コンサル	コンサルティング	1924	https://www.urlk.co.jp/contact/service.html	https://www.urlk.co.jp/company/outline.html	excluded_wrong_channel
3010001088907	文化シヤッター株式会社	金属建材	材料・資源	3044	https://www.bunka-s.co.jp/inquiry/form/	https://www.bunka-s.co.jp/corporate/outline/	excluded_required_address
3010001094558	日鉄物産株式会社	鉄鋼・金属商社	商社	1861	http://www.nst.nipponsteel.com/contact/input	https://www.nst.nipponsteel.com/corporate/map_tokyo.html	excluded_required_address
3010001133877	ＥＮＥＯＳ　Ｘｐｌｏｒａ株式会社	ガス・燃料製品・採掘	エネルギー	492	https://ssl.jx-group.co.jp/ap/nex_inq_jp/apply.html	https://www.eneos-xplora.com/corporate/outline.html	excluded_form_unavailable
3010001142283	ナブテスコ株式会社	工作機器	機械	2591	https://www.nabtesco.com/inquiry/index.html	https://www.nabtesco.com/about/company/overview/	pending_precheck
3010401008778	クレトイシ株式会社	工具	機械	501	http://www.kgw.co.jp/contact/	https://www.kgw.co.jp/company/about/	excluded_required_address
3010401010164	コスモ石油株式会社	ガス・燃料製品・採掘	エネルギー	2812	https://coc.cosmo-oil.co.jp/contact/index.html	http://coc.cosmo-oil.co.jp/	excluded_form_unavailable
3010401022044	日東製網株式会社	漁業・農業機器	機械	391	https://nittoseimo.dreama.jp/15/16/	https://nittoseimo.co.jp/company/outline/	excluded_form_unavailable
3010401026846	ＦＤＫ株式会社	電池	製造	1645	https://www.fdk.com/contact/cyber-j/product_inq.htm	https://www.fdk.co.jp/company_j/gaiyo.html	excluded_required_address
3010401063179	ＪＦＥミネラル株式会社	ガス・燃料製品・採掘	エネルギー	1340	http://www.jfe-mineral.co.jp/contact/index.html	https://www.jfe-mineral.co.jp/company/profile/index.html	pending_precheck
3010401076255	株式会社読売広告社	販促コンサル	コンサルティング	612	http://www.yomiko.co.jp/contact/	https://www.yomiko.co.jp/about/office/	excluded_form_unavailable
3010401100980	株式会社ジール	その他コンサル	コンサルティング	688	https://www.zdh.co.jp/contact/	https://www.zdh.co.jp/company/main/	excluded_captcha
3010401102283	株式会社ＷｉＺ	ITコンサル	コンサルティング	518	http://www.wizwiz.co.jp/contact/index.php	https://www.wizwiz.co.jp/	excluded_captcha
3010403011350	キーサイト・テクノロジー株式会社	精密機器	製造	464	https://www.keysight.com/main/contactInformation.jspx?&tmprop=TM&pageMode=HB&lc=jpn&cc=JP	https://www.keysight.com	excluded_unreachable
3010501014528	株式会社マルゼン	業務厨房機器	機械	1085	http://www.maruzen-kitchen.co.jp/smail/mform.htm	http://www.maruzen-kitchen.co.jp/	pending_precheck
3010501026647	株式会社平和	アミューズメント機器	機械	712	https://www.heiwanet.co.jp/faq/mail.php	https://www.heiwanet.co.jp/company/company-top/summary/	excluded_form_unavailable
3010501032430	日本無機株式会社	繊維加工・織布	製造	401	https://www.nipponmuki.co.jp/contact/	https://www.nipponmuki.co.jp/about/office.html	pending_precheck
